customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,vehicle_clas
OB69153,California,M,Bachelor,2582,68074,65,0,Personal Auto,Four-Door Car,27,Four-Door Car
QZ77637,Washington,F,College,11665,84978,35353,1,Corporate Auto,Four-Door Car,166,Four-Door Car
XN41715,California,F,Master,7396,71135,92,1,Personal Auto,Four-Door Car,270,Four-Door Car
QR15857,California,F,College,4330,0,61,0,Personal Auto,Two-Door Car,292,Two-Door Car
FL69363,Oregon,M,Master,9075,37722,116,0,Personal Auto,Sports Car,158,Luxury
IS30295,Arizona,F,Bachelor,14635,0,139,0,Personal Auto,SUV,667,SUV
WA25797,Washington,M,High School or Below,8564,95697,107,0,Personal Auto,Sports Car,178,Luxury
NL59519,California,F,College,11565,64642,96,0,Personal Auto,Four-Door Car,404,Four-Door Car
ZU93025,Oregon,F,College,2771,50071,71,0,Personal Auto,Two-Door Car,18,Two-Door Car
DK94262,Oregon,M,High School or Below,8507,46754,106,1,Personal Auto,SUV,513,SUV
UQ30615,California,M,College,7582,64801,64,0,Corporate Auto,Four-Door Car,268,Four-Door Car
OR40060,Arizona,M,Bachelor,3323,70410,83,0,Personal Auto,Four-Door Car,131,Four-Door Car
DK32872,Nevada,F,High School or Below,5234,66957,131,1,Personal Auto,SUV,628,SUV
FA46418,Nevada,F,High School or Below,24709,24213,78,1,Personal Auto,Four-Door Car,374,Four-Door Car
ER19995,Washington,F,College,17786,99790,6464,0,Personal Auto,Four-Door Car,178,Four-Door Car
KI75855,Oregon,M,Master,2551,79751,63,0,Personal Auto,Two-Door Car,392,Two-Door Car
ND41876,Arizona,M,High School or Below,7247,86122,182,1,Personal Auto,Luxury SUV,873,Luxury
PN21042,Arizona,M,Bachelor,4538,82297,116,0,Personal Auto,Sports Car,0,Luxury
GJ43254,Washington,M,College,31642,89057,98,0,Corporate Auto,Two-Door Car,187,Two-Door Car
AL46984,California,M,High School or Below,8730,43259,73,0,Personal Auto,Four-Door Car,350,Four-Door Car
JP58047,Oregon,M,College,8332,0,79,0,Personal Auto,Four-Door Car,379,Four-Door Car
ZE85014,California,M,College,2357,25064,62,0,Personal Auto,Four-Door Car,297,Four-Door Car
KU88219,Arizona,M,Master,4637,25816,119,0,Personal Auto,Sports Car,571,Luxury
UU98729,California,M,Bachelor,5357,0,73,0,Personal Auto,Four-Door Car,350,Four-Door Car
WS82822,Oregon,F,College,5391,41662,69,0,Corporate Auto,Four-Door Car,217,Four-Door Car
YB49933,Arizona,M,Bachelor,3694,96170,92,0,Personal Auto,Four-Door Car,441,Four-Door Car
XC16387,Arizona,F,High School or Below,5040,46072,64,0,Personal Auto,Four-Door Car,25,Four-Door Car
XJ96748,Arizona,F,High School or Below,27495,37931,99,0,Personal Auto,Four-Door Car,475,Four-Door Car
TM98684,Oregon,M,High School or Below,4842,35127,62,0,Personal Auto,Four-Door Car,297,Four-Door Car
AY18433,Washington,F,High School or Below,27382,45473,76,0,Special Auto,Two-Door Car,188,Two-Door Car
DM74502,Nevada,F,College,5227,93087,131,3,Corporate Auto,Sports Car,628,Luxury
FT56968,Arizona,M,High School or Below,2590,22398,67,2,Personal Auto,Four-Door Car,321,Four-Door Car
OX36896,California,M,High School or Below,10536,92983,87,1,Corporate Auto,Four-Door Car,153,Four-Door Car
BZ65376,Arizona,M,Bachelor,8581,27689,239,2,Personal Auto,Luxury SUV,2893,Luxury
LN34660,California,F,College,9463,69654,118,0,Corporate Auto,SUV,629,SUV
JC29295,California,F,Bachelor,13441,80744,111,0,Personal Auto,SUV,361,SUV
KJ87930,California,F,Bachelor,3886,0,112,0,Corporate Auto,SUV,1185,SUV
XT36360,Arizona,F,High School or Below,6784,0,64,1,Personal Auto,Four-Door Car,460,Four-Door Car
IX35050,Arizona,M,Bachelor,23594,76358,66,0,Special Auto,Four-Door Car,86,Four-Door Car
UN97379,Oregon,M,Bachelor,2538,18608,71,0,Corporate Auto,Four-Door Car,340,Four-Door Car
MR57294,California,M,High School or Below,5639,73168,70,0,Personal Auto,Four-Door Car,425,Four-Door Car
UG79499,Washington,M,Bachelor,11681,70930,99,0,Personal Auto,Four-Door Car,190,Four-Door Car
UA50747,Washington,F,High School or Below,25997,62262,72,0,Corporate Auto,Four-Door Car,193,Four-Door Car
GL20444,Nevada,F,Master,13778,91474,113,0,Corporate Auto,Two-Door Car,24,Two-Door Car
SP58110,California,F,Bachelor,4923,61469,63,5,Personal Auto,Four-Door Car,302,Four-Door Car
XM91635,Arizona,F,High School or Below,2272,16618,62,0,Special Auto,Four-Door Car,219,Four-Door Car
TV82603,California,F,Bachelor,14895,48081,188,0,Personal Auto,Luxury SUV,881,Luxury
BB82067,Oregon,M,Doctor,9756,67632,121,0,Personal Auto,Sports Car,26,Luxury
JP94676,Oregon,F,Bachelor,9422,34115,119,0,Personal Auto,SUV,466,SUV
VU53417,Arizona,M,High School or Below,3837,23051,99,0,Personal Auto,Two-Door Car,475,Two-Door Car
IW54795,California,M,College,10952,23748,99,0,Personal Auto,Four-Door Car,607,Four-Door Car
RN78170,Arizona,F,College,8159,40589,69,0,Corporate Auto,Four-Door Car,331,Four-Door Car
IX55883,California,F,College,19480,50809,83,0,Personal Auto,Four-Door Car,290,Four-Door Car
XM72420,Arizona,F,High School or Below,3919,66676,97,0,Personal Auto,Four-Door Car,558,Four-Door Car
GC15104,Nevada,F,Bachelor,7985,52339,70,3,Corporate Auto,Four-Door Car,336,Four-Door Car
RX13282,Oregon,M,Bachelor,12168,14973,115,0,Personal Auto,SUV,828,SUV
QA85890,Arizona,F,High School or Below,5849,0,83,0,Corporate Auto,Four-Door Car,540,Four-Door Car
IR62668,Arizona,F,Bachelor,5085,31546,65,0,Personal Auto,Four-Door Car,100,Four-Door Car
AL96740,California,F,College,2903,67763,73,1,Personal Auto,Four-Door Car,59,Four-Door Car
SS48498,Washington,F,College,6273,20836,79,0,Corporate Auto,Four-Door Car,193,Four-Door Car
PE39479,Washington,M,College,18321,88592,76,0,Corporate Auto,Four-Door Car,199,Four-Door Car
JH62891,Oregon,F,College,5178,66943,65,1,Special Auto,Four-Door Car,53,Four-Door Car
FI20423,Arizona,F,High School or Below,14024,81872,115,0,Special Auto,Four-Door Car,256,Four-Door Car
PM13394,Washington,F,College,5309,22404,70,1,Personal Auto,Four-Door Car,211,Four-Door Car
YV67971,California,F,High School or Below,4949,21342,62,0,Personal Auto,Four-Door Car,74,Four-Door Car
QD31377,California,M,Bachelor,8595,34621,108,1,Corporate Auto,SUV,621,SUV
YG10247,Oregon,M,College,22951,62396,64,0,Personal Auto,Four-Door Car,307,Four-Door Car
FE73696,Oregon,M,High School or Below,3792,97212,93,0,Personal Auto,Two-Door Car,360,Two-Door Car
SW19699,Arizona,F,Bachelor,2755,49648,70,0,Personal Auto,Four-Door Car,65,Four-Door Car
QJ40732,Arizona,M,College,4880,97984,61,1,Personal Auto,Four-Door Car,407,Four-Door Car
HM76207,California,F,College,9051,26308,114,0,Corporate Auto,SUV,547,SUV
NT59303,Oregon,F,College,10115,63528,256,0,Personal Auto,Luxury Car,1228,"Luxury"""
PU41393,Nevada,M,College,8269,20225,114,1,Special Auto,SUV,547,SUV
QO86948,Nevada,M,High School or Below,8071,0,112,0,Personal Auto,SUV,806,SUV
QN10888,Oregon,F,High School or Below,7726,87620,64,0,Personal Auto,Four-Door Car,24,Four-Door Car
VY19543,California,F,Bachelor,8311,0,72,0,Corporate Auto,Four-Door Car,311,Four-Door Car
XC15133,Nevada,F,Master,2574,34990,65,0,Personal Auto,Four-Door Car,42,Four-Door Car
ST43550,Oregon,M,Bachelor,5727,99934,71,0,Special Auto,Four-Door Car,460,Four-Door Car
FX36546,Washington,M,Master,3679,60804,92,0,Personal Auto,Four-Door Car,213,Four-Door Car
JX68983,Oregon,M,Bachelor,2744,94648,69,0,Personal Auto,Four-Door Car,331,Four-Door Car
HX78576,California,F,High School or Below,5636,24516,71,0,Personal Auto,Four-Door Car,300,Four-Door Car
ZQ11381,Arizona,M,Bachelor,16870,61063,85,0,Personal Auto,Four-Door Car,262,Four-Door Car
ON39271,California,M,Master,2738,0,74,0,Personal Auto,Two-Door Car,263,Two-Door Car
SB18278,Oregon,M,Bachelor,4644,0,64,0,Corporate Auto,Four-Door Car,307,Four-Door Car
ZT30559,California,F,High School or Below,4746,15169,63,0,Personal Auto,Four-Door Car,302,Four-Door Car
XI41106,Arizona,M,College,16874,55390,71,0,Corporate Auto,Two-Door Car,256,Two-Door Car
ZS88847,Oregon,F,Bachelor,2387,27592,62,0,Personal Auto,Four-Door Car,297,Four-Door Car
RU49126,Washington,F,College,4465,61846,112,0,Personal Auto,SUV,215,SUV
KR62797,Arizona,F,High School or Below,4591,83297,113,0,Personal Auto,SUV,542,SUV
ZJ73220,Arizona,F,College,13092,0,188,0,Special Auto,Luxury Car,1353,"Luxury"""
FY62633,Oregon,M,Bachelor,9112,0,90,0,Personal Auto,Four-Door Car,432,Four-Door Car
CU36986,California,F,High School or Below,4165,55897,104,0,Personal Auto,Four-Door Car,499,Four-Door Car
WZ53904,Arizona,M,Bachelor,2659,21297,71,0,Personal Auto,Four-Door Car,45,Four-Door Car
AA71604,Arizona,F,Master,11986,87560,98,1,Personal Auto,Two-Door Car,470,Two-Door Car
TD10493,Oregon,F,High School or Below,2898,0,96,4,Personal Auto,Four-Door Car,691,Four-Door Car
LY97989,Oregon,F,Bachelor,2894,0,85,0,Personal Auto,Four-Door Car,408,Four-Door Car
VX39856,Arizona,F,Doctor,3500,89398,86,0,Personal Auto,Four-Door Car,82,Four-Door Car
TP51897,California,F,College,2621,36843,68,3,Corporate Auto,Four-Door Car,357,Four-Door Car
QQ89253,Oregon,F,College,10221,0,134,0,Personal Auto,SUV,643,SUV
EI91403,California,M,High School or Below,2578,34946,65,0,Personal Auto,Two-Door Car,420,Two-Door Car
QG15435,Arizona,F,College,6242,75680,78,0,Personal Auto,Four-Door Car,136,Four-Door Car
FZ55002,Nevada,F,Doctor,5220,0,69,0,Personal Auto,Four-Door Car,331,Four-Door Car
HX77930,Washington,F,College,3136,49532,79,1,Personal Auto,Four-Door Car,220,Four-Door Car
UN37063,Arizona,M,Bachelor,4525,10269,65,0,Personal Auto,Two-Door Car,170,Two-Door Car
VB87946,California,M,College,4970,49714,63,3,Personal Auto,Four-Door Car,266,Four-Door Car
AB60627,California,M,High School or Below,15467,77517,129,0,Corporate Auto,SUV,98,SUV
TA34903,Oregon,M,High School or Below,5838,81082,73,0,Personal Auto,Four-Door Car,281,Four-Door Car
AQ51368,Oregon,F,Bachelor,10656,72540,88,0,Corporate Auto,Two-Door Car,631,Two-Door Car
NZ26102,Oregon,F,High School or Below,2289,0,65,0,Personal Auto,Four-Door Car,468,Four-Door Car
GB45753,California,M,High School or Below,5439,61546,68,0,Corporate Auto,Two-Door Car,29,Two-Door Car
BV79904,California,F,Master,7956,44818,67,1,Personal Auto,Two-Door Car,136,Two-Door Car
OB49075,Arizona,M,Bachelor,4458,17622,65,1,Personal Auto,Four-Door Car,312,Four-Door Car
DS97676,Oregon,F,College,2555,0,72,0,Personal Auto,Four-Door Car,518,Four-Door Car
JO63462,California,M,Bachelor,3307,79797,84,0,Corporate Auto,Two-Door Car,31,Two-Door Car
NJ10602,Washington,F,College,8459,92717,70,0,Personal Auto,Two-Door Car,224,Two-Door Car
RS24501,Oregon,F,College,13350,28919,173,0,Personal Auto,SUV,830,SUV
VT78274,Arizona,M,College,4931,0,68,0,Personal Auto,Four-Door Car,480,Four-Door Car
SU56153,Nevada,M,Bachelor,7776,63568,65,0,Corporate Auto,Two-Door Car,390,Two-Door Car
MN20737,Nevada,F,College,2553,73935,64,1,Corporate Auto,Four-Door Car,72,Four-Door Car
KL43114,Arizona,F,High School or Below,4876,0,66,0,Corporate Auto,Two-Door Car,316,Two-Door Car
YQ15567,Oregon,F,Bachelor,9034,18846,115,0,Personal Auto,SUV,552,SUV
TR88637,Arizona,F,High School or Below,8105,38893,103,0,Personal Auto,SUV,41,SUV
TC88986,Oregon,M,High School or Below,5619,0,153,0,Special Auto,SUV,1027,SUV
XX88577,California,M,Bachelor,15727,84824,196,0,Corporate Auto,SUV,319,SUV
NE49052,California,F,High School or Below,6618,20068,86,0,Corporate Auto,Four-Door Car,411,Four-Door Car
KX17826,Oregon,M,Doctor,4670,0,125,0,Corporate Auto,SUV,600,SUV
CC91503,Arizona,F,High School or Below,10169,0,135,0,Personal Auto,Sports Car,648,Luxury
WH32183,California,M,Bachelor,8323,97245,70,0,Personal Auto,Four-Door Car,4,Four-Door Car
ES90681,California,F,College,2417,51808,61,1,Personal Auto,Four-Door Car,351,Four-Door Car
DW96592,California,M,Bachelor,8044,71391,67,0,Personal Auto,Four-Door Car,284,Four-Door Car
MT23134,Oregon,M,High School or Below,5325,0,73,0,Personal Auto,Two-Door Car,496,Two-Door Car
BM69081,Arizona,M,Bachelor,6947,0,100,0,Personal Auto,SUV,925,SUV
MB90871,Oregon,F,College,5847,23496,77,0,Special Auto,Four-Door Car,13,Four-Door Car
GT62080,Washington,M,High School or Below,7936,55561,63,0,Personal Auto,Four-Door Car,227,Four-Door Car
QL77686,Nevada,F,College,4724,23986,119,0,Corporate Auto,SUV,463,SUV
ON77827,Arizona,F,Master,2790,22974,71,0,Personal Auto,Four-Door Car,180,Four-Door Car
KP18988,Oregon,F,High School or Below,21531,0,101,0,Personal Auto,Four-Door Car,484,Four-Door Car
TI92884,Arizona,M,Bachelor,12622,61844,106,0,Personal Auto,Sports Car,508,Luxury
JH73503,Arizona,M,Doctor,20171,24804,73,0,Personal Auto,Two-Door Car,350,Two-Door Car
YE97964,California,F,Bachelor,16464,27760,104,0,Personal Auto,SUV,302,SUV
VA30351,Oregon,F,High School or Below,5595,74454,71,0,Personal Auto,Four-Door Car,340,Four-Door Car
PV55726,Oregon,F,Master,4170,29462,107,1,Personal Auto,SUV,513,SUV
UC88305,Arizona,F,College,2665,52266,68,0,Corporate Auto,Two-Door Car,141,Two-Door Car
TS53809,Oregon,M,Bachelor,7098,0,70,0,Personal Auto,Two-Door Car,349,Two-Door Car
ZV32120,California,M,Doctor,3971,23599,103,0,Corporate Auto,SUV,494,SUV
FB80807,Oregon,M,Bachelor,5528,36088,72,0,Personal Auto,Four-Door Car,345,Four-Door Car
AS55677,California,F,High School or Below,8338,70534,104,0,Personal Auto,Four-Door Car,54,Four-Door Car
WA15684,Oregon,M,College,38445,27398,125,1,Personal Auto,SUV,600,SUV
SA50567,Nevada,M,Bachelor,5448,85296,68,0,Personal Auto,Four-Door Car,342,Four-Door Car
KJ31611,Arizona,M,High School or Below,10808,31063,92,0,Personal Auto,Four-Door Car,441,Four-Door Car
VL37375,California,M,Bachelor,6185,0,92,0,Personal Auto,Two-Door Car,1027,Two-Door Car
KN21017,Nevada,M,High School or Below,3208,52367,81,0,Personal Auto,Four-Door Car,275,Four-Door Car
PX44289,Arizona,M,College,5480,58651,71,0,Personal Auto,Four-Door Car,472,Four-Door Car
AM97901,Nevada,F,College,22986,84831,192,0,Special Auto,Sports Car,1336,Luxury
RE42925,Oregon,M,Bachelor,13107,49088,114,1,Corporate Auto,SUV,547,SUV
TR81766,California,F,College,7462,70263,93,0,Corporate Auto,Two-Door Car,7,Two-Door Car
CH85057,Oregon,F,Doctor,11463,45354,285,0,Personal Auto,Luxury SUV,540,Luxury
UP71482,Arizona,M,High School or Below,7236,0,63,0,Personal Auto,Four-Door Car,383,Four-Door Car
EG40670,California,F,Bachelor,6232,28334,83,0,Special Auto,Four-Door Car,537,Four-Door Car
HV83672,Oregon,F,Bachelor,28393,38772,90,0,Personal Auto,Four-Door Car,321,Four-Door Car
MG10140,Oregon,F,College,3746,41479,94,1,Personal Auto,Two-Door Car,19,Two-Door Car
TC44716,California,M,Bachelor,21569,23909,119,0,Personal Auto,SUV,571,SUV
QO65264,California,M,College,5012,48328,63,0,Personal Auto,Two-Door Car,108,Two-Door Car
EB66698,California,M,High School or Below,3371,86689,85,0,Corporate Auto,Two-Door Car,408,Two-Door Car
OT52034,California,M,Bachelor,3864,24204,99,1,Personal Auto,Four-Door Car,707,Four-Door Car
CH85444,Oregon,M,College,4145,25943,110,0,Corporate Auto,Two-Door Car,1067,Two-Door Car
PU85769,California,M,High School or Below,5156,0,73,0,Personal Auto,Four-Door Car,807,Four-Door Car
UI73201,California,M,College,3667,62375,92,0,Personal Auto,Two-Door Car,618,Two-Door Car
SL50592,California,F,High School or Below,7835,0,71,0,Corporate Auto,Four-Door Car,404,Four-Door Car
XP11075,Arizona,M,Bachelor,14567,0,148,0,Personal Auto,SUV,710,SUV
SI31236,Oregon,M,Bachelor,10171,70200,65,0,Corporate Auto,Four-Door Car,312,Four-Door Car
JN26745,Nevada,F,Bachelor,4135,0,112,0,Special Auto,Four-Door Car,707,Four-Door Car
VK48036,Oregon,F,College,5511,79027,70,0,Corporate Auto,Four-Door Car,336,Four-Door Car
JX76668,Washington,F,High School or Below,11314,62935,141,0,Personal Auto,Sports Car,232,Luxury
DS45802,California,F,High School or Below,5414,26893,68,0,Personal Auto,Four-Door Car,68,Four-Door Car
OA96690,Oregon,F,High School or Below,7421,47406,94,1,Personal Auto,Four-Door Car,287,Four-Door Car
EM27919,California,M,Bachelor,4458,17622,65,1,Personal Auto,Four-Door Car,312,Four-Door Car
QO41043,Oregon,F,College,14476,27572,124,0,Corporate Auto,SUV,595,SUV
OV50124,Oregon,F,College,4936,0,72,2,Personal Auto,Two-Door Car,391,Two-Door Car
PR31642,Oregon,F,Bachelor,4525,32802,114,0,Personal Auto,SUV,547,SUV
BU41599,Washington,F,Master,5581,62739,70,0,Personal Auto,Two-Door Car,239,Two-Door Car
TK30357,California,F,Bachelor,14134,90844,118,0,Personal Auto,SUV,232,SUV
NF31087,Nevada,F,High School or Below,24723,44685,69,0,Personal Auto,Four-Door Car,331,Four-Door Car
NH16984,California,F,Bachelor,2838,0,80,0,Personal Auto,Four-Door Car,336,Four-Door Car
OS75493,California,F,High School or Below,3848,42589,98,0,Corporate Auto,Four-Door Car,470,Four-Door Car
VT63298,Oregon,M,Bachelor,19504,0,72,0,Personal Auto,Four-Door Car,345,Four-Door Car
QS75550,Washington,F,Bachelor,2480,93383,62,0,Corporate Auto,Two-Door Car,244,Two-Door Car
SZ16483,Arizona,F,High School or Below,4361,79583,109,2,Personal Auto,Four-Door Car,523,Four-Door Car
VM92311,Arizona,F,High School or Below,2529,89129,64,0,Personal Auto,Four-Door Car,328,Four-Door Car
NJ46849,Arizona,M,College,2504,0,69,0,Personal Auto,Four-Door Car,496,Four-Door Car
WZ31900,Oregon,F,Bachelor,8649,94389,107,0,Corporate Auto,SUV,85,SUV
RG30482,Oregon,F,College,13668,0,197,0,Personal Auto,SUV,1418,SUV
ZM86949,Oregon,F,High School or Below,20635,84106,64,0,Personal Auto,Two-Door Car,334,Two-Door Car
QQ39596,Arizona,F,College,2517,0,69,0,Personal Auto,Four-Door Car,42,Four-Door Car
FH51383,California,F,High School or Below,5326,76717,66,0,Personal Auto,Two-Door Car,300,Two-Door Car
BJ53923,Arizona,M,High School or Below,2600,51978,66,0,Corporate Auto,Four-Door Car,144,Four-Door Car
CZ96653,Oregon,F,Bachelor,8534,47325,107,0,Personal Auto,SUV,64,SUV
FB23788,Oregon,M,High School or Below,8828,86721,111,0,Corporate Auto,SUV,532,SUV
NT43594,Nevada,F,Bachelor,2248,24910,63,1,Personal Auto,Four-Door Car,347,Four-Door Car
RJ85627,Washington,F,Bachelor,12302,43817,62,1,Personal Auto,Four-Door Car,245,Four-Door Car
KJ86296,Oregon,M,High School or Below,4556,0,73,2,Personal Auto,Four-Door Car,525,Four-Door Car
PI47776,Oregon,F,Bachelor,2530,89451,63,0,Corporate Auto,Four-Door Car,61,Four-Door Car
MD73554,California,M,College,5251,59537,66,0,Personal Auto,Two-Door Car,316,Two-Door Car
UX92071,Oregon,M,High School or Below,6743,0,199,0,Personal Auto,Luxury SUV,955,Luxury
YG44474,Oregon,M,College,14014,54193,117,0,Corporate Auto,SUV,720,SUV
UH45301,Oregon,M,College,9438,86946,118,0,Personal Auto,Four-Door Car,340,Four-Door Car
RY92647,California,F,Bachelor,10506,0,92,0,Personal Auto,Four-Door Car,546,Four-Door Car
IK12620,Arizona,F,High School or Below,4213,12160,109,0,Personal Auto,Four-Door Car,489,Four-Door Car
GQ66762,California,M,College,4773,33701,63,0,Personal Auto,Four-Door Car,171,Four-Door Car
YT69858,Washington,F,Bachelor,5441,85702,67,0,Personal Auto,Two-Door Car,249,Two-Door Car
XD85577,California,M,Bachelor,2842,69417,73,1,Personal Auto,Four-Door Car,30,Four-Door Car
TM65736,Oregon,M,Master,3059,38644,78,1,Personal Auto,Four-Door Car,361,Four-Door Car
VJ51327,California,F,High School or Below,20314,63209,102,2,Personal Auto,SUV,207,SUV
GS98873,Arizona,F,Bachelor,3239,16061,88,0,Personal Auto,Four-Door Car,633,Four-Door Car
CW49887,California,F,Master,4626,79487,114,0,Special Auto,SUV,547,SUV
MY31220,California,F,College,8997,54230,112,0,Personal Auto,Two-Door Car,537,Two-Door Car
AA71604,California,F,Bachelor,7936,39295,193,0,Personal Auto,Four-Door Car,404,Four-Door Car
